date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:51:11	8750/8750	---M--	200	added ('OK%20')	text/html	etag:%22a4b81a7e79500e8c5b33fa84dfc20fe6%22	https://ucbsf.herokuapp.com/	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/index.html	(from )
16:51:11	204/204	---M--	200	added ('OK%20')	text/plain	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/robots.txt		(from )
16:51:11	992/992	---M--	200	added ('OK%20')	text/css	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/stylesheets/application.css?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/stylesheets/applicationdf60.css	(from https://ucbsf.herokuapp.com/)
16:51:12	572/572	---M--	200	added ('OK%20')	text/css	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/stylesheets/css.css?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/stylesheets/cssdf60.css	(from https://ucbsf.herokuapp.com/)
16:51:13	240/240	---M--	200	added ('OK%20')	text/css	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/stylesheets/home.css?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/stylesheets/homedf60.css	(from https://ucbsf.herokuapp.com/)
16:51:14	1068/1068	---M--	200	added ('OK%20')	text/css	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/stylesheets/page_layouts.css?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/stylesheets/page_layoutsdf60.css	(from https://ucbsf.herokuapp.com/)
16:51:15	19697/19697	---M--	200	added ('OK%20')	text/css	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/stylesheets/prettyPhotodf60.css	(from https://ucbsf.herokuapp.com/)
16:51:16	29223/29223	---M--	200	added ('OK%20')	text/css	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/stylesheets/style.css?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/stylesheets/styledf60.css	(from https://ucbsf.herokuapp.com/)
16:51:17	1032/1032	---M--	200	added ('OK%20')	text/css	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/stylesheets/superfish.css?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/stylesheets/superfishdf60.css	(from https://ucbsf.herokuapp.com/)
16:51:19	91556/91556	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/jquery.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/jquerydf60.js	(from https://ucbsf.herokuapp.com/)
16:51:19	2412/2412	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/jflickrfeed.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/jflickrfeeddf60.js	(from https://ucbsf.herokuapp.com/)
16:51:20	23508/23508	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/jquery_002.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/jquery_002df60.js	(from https://ucbsf.herokuapp.com/)
16:51:21	14705/14705	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/jquery_003.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/jquery_003df60.js	(from https://ucbsf.herokuapp.com/)
16:51:22	4365/4365	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/jquery_004.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/jquery_004df60.js	(from https://ucbsf.herokuapp.com/)
16:51:23	14861/14861	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/jquery_ujs.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/jquery_ujsdf60.js	(from https://ucbsf.herokuapp.com/)
16:51:24	308/308	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/l10n.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/l10ndf60.js	(from https://ucbsf.herokuapp.com/)
16:51:25	4428/4428	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/superfish.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/superfishdf60.js	(from https://ucbsf.herokuapp.com/)
16:51:26	893/893	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/supersubs.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/supersubsdf60.js	(from https://ucbsf.herokuapp.com/)
16:51:27	1853/1853	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/theme_trust.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/theme_trustdf60.js	(from https://ucbsf.herokuapp.com/)
16:51:28	433/433	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/javascripts/application.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/applicationdf60.js	(from https://ucbsf.herokuapp.com/)
16:51:29	8420/8420	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/images/ucbgsf.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/ucbgsf.png	(from https://ucbsf.herokuapp.com/)
16:51:30	10887/10887	---M--	200	added ('OK%20')	text/html	etag:%224038edc322c1779a919ad5f9af68023a%22	https://ucbsf.herokuapp.com/about	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/about.html	(from https://ucbsf.herokuapp.com/)
16:51:31	8859/8859	---M--	200	added ('OK%20')	text/html	etag:%22c9f4797079e01cc12e745b02aa664e5e%22	https://ucbsf.herokuapp.com/attendees	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/attendees.html	(from https://ucbsf.herokuapp.com/)
16:51:32	9609/9609	---M--	200	added ('OK%20')	text/html	etag:%2254b8f133e3957538d4c1183ff127b91e%22	https://ucbsf.herokuapp.com/register	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/register.html	(from https://ucbsf.herokuapp.com/)
16:51:33	10097/10097	---M--	200	added ('OK%20')	text/html	etag:%22d3a712d977754eecb3ab35ac86287ded%22	https://ucbsf.herokuapp.com/organizers	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/organizers.html	(from https://ucbsf.herokuapp.com/)
16:51:34	8876/8876	---M--	200	added ('OK%20')	text/html	etag:%22666405405a2e26320e26b6b14a055f9a%22	https://ucbsf.herokuapp.com/attendees/previous	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/attendees/previous.html	(from https://ucbsf.herokuapp.com/)
16:51:35	9922/9922	---M--	200	added ('OK%20')	text/html	etag:%22b73c3d7b276f95576bad10cb77f9d765%22	https://ucbsf.herokuapp.com/company/login	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/company/login.html	(from https://ucbsf.herokuapp.com/)
16:51:36	8798/8798	---M--	200	added ('OK%20')	text/html	etag:%22b12fc1395845d9a81fd09c5a1aff0b91%22	https://ucbsf.herokuapp.com/student/register	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/student/register.html	(from https://ucbsf.herokuapp.com/)
16:51:38	5454/5454	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/images/campanile_shadow.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/campanile_shadow.png	(from https://ucbsf.herokuapp.com/)
16:51:39	1848294/1848294	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/images/startupfairwebpic.jpg	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/startupfairwebpic.jpg	(from https://ucbsf.herokuapp.com/)
16:51:39	5087/5087	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/images/eventbrite.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/eventbrite.png	(from https://ucbsf.herokuapp.com/)
16:51:40	6636/6636	---M--	200	added ('OK%20')	image/gif	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/images/eb_press_big.gif	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/eb_press_big.gif	(from https://ucbsf.herokuapp.com/register)
16:51:41	91556/91556	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://ucbsf.herokuapp.com/javascripts/jquery.js?1602286445	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/javascripts/jquerydf60.js	(from https://ucbsf.herokuapp.com/)
16:51:41	1848294/1848294	URF---	200	added ('OK%20(cached)')	image/jpeg		https://ucbsf.herokuapp.com/images/startupfairwebpic.jpg	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/startupfairwebpic.jpg	(from https://ucbsf.herokuapp.com/)
16:51:42	23062/23062	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/images/sapling.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/sapling.png	(from https://ucbsf.herokuapp.com/stylesheets/page_layouts.css?1602286445)
16:51:42	10171/10171	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Oct%202020%2023:34:05%20GMT	https://ucbsf.herokuapp.com/images/bear.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/bear.png	(from https://ucbsf.herokuapp.com/stylesheets/page_layouts.css?1602286445)
16:51:43	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:43%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/default/sprite.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/default/sprite.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:44	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:44%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/default/sprite_x.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/default/sprite_x.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:45	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:45%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/default/sprite_y.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/default/sprite_y.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:46	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:46%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/default/sprite_next.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/default/sprite_next.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:47	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:47%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/default/sprite_prev.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/default/sprite_prev.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:48	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:48%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/default/default_thumb.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/default/default_thumb.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:49	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:49%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/default/loader.gif	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/default/loader.gif	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:50	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:50%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/light_rounded/sprite.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/light_rounded/sprite.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:51	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:51%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/light_rounded/btnNext.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/light_rounded/btnNext.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:52	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:52%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/light_rounded/btnPrevious.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/light_rounded/btnPrevious.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:53	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:53%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/sprite.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/sprite.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:54	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:54%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/contentPattern.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/contentPattern.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:55	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:55%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/btnNext.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/btnNext.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:56	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:56%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/btnPrevious.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/btnPrevious.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:57	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:57%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/loader.gif	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/dark_rounded/loader.gif	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:58	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:58%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/dark_square/loader.gif	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/dark_square/loader.gif	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:51:59	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:51:59%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/dark_square/sprite.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/dark_square/sprite.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:52:00	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:52:00%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/dark_square/btnNext.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/dark_square/btnNext.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:52:01	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:52:01%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/dark_square/btnPrevious.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/dark_square/btnPrevious.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:52:02	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:52:02%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/light_square/sprite.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/light_square/sprite.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
16:52:03	728/728	---M--	404	error ('Not%20Found%20')	text/html	date:Fri,%2009%20Oct%202020%2023:52:03%20GMT	https://ucbsf.herokuapp.com/images/prettyPhoto/light_square/btnNext.png	/home/kevinlu/websites/ucb_startup_fair/ucbsf.herokuapp.com/images/prettyPhoto/light_square/btnNext.png	(from https://ucbsf.herokuapp.com/stylesheets/prettyPhoto.css?1602286445)
